username,followers,following,public_repos,public_gists,account_age_days,bio,label,burst_score,posting_regularity_score,time_of_day_entropy,active_hours_count,follow_velocity,duplicate_content_ratio,sentiment_variance,profile_completeness_score,mutual_follower_ratio
mia_cooks,15.0,9.0,35.0,6.0,4402.0,photographer | travel 📷,0,0.004,0.433,0.967,11.0,3.003,0.14,0.2609,0.738,0.4846
get_rich_88,14.0,2457.0,2.0,0.0,8.0,FREE BTC airdrop → link in bio,1,0.601,0.865,0.288,3.0,148.51,0.701,0.0939,0.189,0.0088
f4f_master_99,10.0,2109.0,2.0,0.0,32.0,airdrop $ETH daily,1,0.696,0.977,0.214,4.0,296.97,0.912,0.0972,0.272,0.0338
olivia_draws,48.0,29.0,3.0,12.0,2664.0,Dog lover | Hiking | Books,0,0.011,0.457,0.836,13.0,1.777,0.078,0.5508,0.758,0.5498
john_doe,64.0,13.0,11.0,17.0,5000.0,News journalist @NYT,0,0.126,0.202,0.795,8.0,2.054,0.109,0.6476,0.999,0.2093
autoliker_pro,16.0,2335.0,1.0,0.0,44.0,earn $500/day 👇,1,0.751,0.973,0.203,4.0,193.98,0.801,0.0622,0.005,0.0487
nina_art,22.0,14.0,2.0,9.0,5000.0,Artist | Digital creator,0,0.057,0.217,0.793,8.0,0.149,0.153,0.4894,0.881,0.4545
sarah_smith,9.0,57.0,24.0,18.0,2609.0,Dog lover | Hiking | Books,0,0.046,0.234,0.656,9.0,2.762,0.031,0.5393,0.901,0.3287
chef_marco,20.0,19.0,3.0,8.0,4112.0,Freelance illustrator | art prints available,0,0.122,0.5,0.88,17.0,2.491,0.058,0.4176,0.86,0.4888
bot291847362,7.0,2996.0,2.0,0.0,30.0,Click link below 💰,1,0.942,0.871,0.173,1.0,133.48,0.873,0.0339,0.175,0.0306
airdrop_winner99,16.0,385.0,1.0,0.0,38.0,,1,0.773,0.857,0.389,3.0,149.44,0.842,0.0436,0.183,0.0293
a8f7d3k9p2,18.426248512098102,1716.5057363082262,0.7406066431643392,0.31836463015952016,100.29506543662619,crypto signals ✅ 99% win rate,1,0.9482296470764875,0.821795417239239,0.4004547952382249,0.42466447376017835,206.78677826086735,0.9319596633438866,0.08109861668348103,0.08868259537423892,0.039292269418546494
f4f_master_99,16.0,1366.0,0.0,0.0,31.0,,1,0.906,0.868,0.228,1.0,150.88,0.764,0.0145,0.074,0.0313
q7w8e9r0t1y2,17.0,392.0,1.0,0.0,29.0,FREE gift cards click here,1,0.683,0.885,0.227,3.0,290.39,0.945,0.0474,0.141,0.0379
sophia_teaches,5.0,22.0,62.0,0.0,1176.0,Medical student | future doctor,0,0.128,0.457,0.747,12.0,1.981,0.094,0.4996,0.976,0.3873
bot291847362,14.0,2014.0,2.0,0.0,48.0,make money online → bio link,1,0.818,0.884,0.242,2.0,119.43,0.731,0.0644,0.077,0.0087
free_follower_bot,1.391530799629751,390.26050670776993,1.4792475491243708,0.9142569716810693,127.12826865968249,,1,0.8997926113963355,0.8468732117796132,0.11944764790106288,3.253820084582565,153.39553261705817,0.8179813966593347,0.09485565959305081,0.09313552325467084,0.01642814655927414
q7w8e9r0t1y2,0.0,1564.3752526204557,2.1423625731880716,0.8488582007378657,0.0,crypto signals ✅ 99% win rate,1,0.8431672326252948,0.8559406862208512,0.1603892027134048,3.663963679636098,135.49148021238628,0.8798522814258055,0.053788798764057594,0.0,0.0
f4f_master_99,27.35788626472272,1245.8304473071503,4.206944665556147,0.0,0.0,btc eth airdrop free coins,1,0.6674700385902959,0.8783191464559644,0.3690444334258515,0.876174103231329,118.43669971724579,0.9498212609764098,0.03152115289141036,0.32129756804752907,0.008207252795096102
ben_codes,152.38223317334126,0.0,117.7130882492683,29.9879068519019,3690.6452868951274,Entrepreneur | Founder @startup,0,0.07940660394218257,0.2990948745676561,0.6773433078206743,12.403367811213174,2.0078630554106756,0.09241813724505464,0.2624384644478053,0.6078251547569709,0.4957661841864247
lisa_writes,87.8911245675815,6.5621462146147,2.889196968368948,25.55607110218655,5062.2544621746665,Fashion designer | PR welcome,0,0.14252861497263136,0.450446473285493,0.6838274830288933,17.619739050945327,9.298945298163485,0.12541024825899313,0.37390209896778054,0.9677566580675517,0.19480016665152286
autoliker_pro,14.0,2539.0,0.0,0.0,59.0,,1,0.679,0.895,0.285,3.0,183.6,0.892,0.0236,0.279,0.0111
luke_designs,0.0,136.02974913724086,7.40734661113926,7.721571714794365,4922.634622758594,Traveler | 50+ countries visited,0,0.07787580420048831,0.24174303509336992,0.7279087229093587,17.130335039127917,4.261850893588514,0.045647745011823254,0.42804930174516265,0.8566463273006758,0.32144636710977054
1234567890ab,19.0,720.0,1.0,0.0,29.0,NFT investor | crypto tips,1,0.667,0.971,0.39,1.0,282.89,0.727,0.0794,0.244,0.0175
alex_travel,770.0,5.0,10.0,18.0,713.0,Dance teacher | choreographer,0,0.047,0.243,0.755,14.0,1.088,0.05,0.2108,0.74,0.4121
lisa_writes,5.0,44.0,14.0,21.0,1170.0,Traveler | 50+ countries visited,0,0.007,0.53,0.966,16.0,1.105,0.036,0.2539,0.769,0.1915
xXx_profit_xXx,0.0,2412.195937028026,3.071853514277543,0.0,0.0,earn while you sleep 💸,1,0.8046815718055861,0.9195828195419072,0.1350770941761426,0.7301152396481692,234.93925076687202,0.8549386852573642,0.08928110299138639,0.14269070133184014,0.041355300785588675
daniel_f,1.0,30.0,9.0,19.0,5000.0,Dance teacher | choreographer,0,0.076,0.408,0.661,9.0,4.804,0.189,0.6465,0.922,0.2435
noah_films,1.0,87.0,6.0,27.0,3567.0,Teacher & lifelong learner,0,0.005,0.111,0.789,13.0,3.586,0.197,0.448,0.633,0.3481
tom_techie,60.0,12.0,16.0,20.0,1463.0,Chef | Recipe creator,0,0.007,0.102,0.764,8.0,0.337,0.15,0.5015,0.722,0.1376
crypto_king_9999,6.0,399.0,1.0,0.0,51.0,follow for follow back,1,0.84,0.858,0.177,1.0,213.31,0.722,0.0591,0.098,0.0099
john_doe,29.0,7.0,20.0,18.0,1959.0,News journalist @NYT,0,0.029,0.2,0.874,18.0,3.303,0.167,0.401,0.887,0.2113
xXx_profit_xXx,10.0,2682.0,2.0,0.0,7.0,,1,0.869,0.979,0.233,1.0,98.82,0.984,0.0254,0.236,0.0096
chef_marco,18.0,29.0,1.0,13.0,738.0,Fashion designer | PR welcome,0,0.15,0.403,0.827,10.0,3.742,0.014,0.2076,0.788,0.3975
insta_boost_247,6.0,2474.0,2.0,0.0,18.0,FREE gift cards click here,1,0.648,0.983,0.149,4.0,57.97,0.771,0.0251,0.151,0.0075
paul_runs,10.0,10.0,2.0,24.0,675.0,UX designer @Meta,0,0.113,0.384,0.792,15.0,2.875,0.028,0.2096,0.828,0.5425
bot_account_7,2.0,1369.0,0.0,0.0,56.0,,1,0.851,0.965,0.328,3.0,63.08,0.801,0.0308,0.017,0.0037
code_master,941.0,6.0,1.0,5.0,2280.0,Architect | sustainable design,0,0.036,0.409,0.829,18.0,3.149,0.1,0.2872,0.785,0.1763
paul_runs,14.0,24.0,12.0,0.0,2872.0,Freelance illustrator | art prints available,0,0.086,0.158,0.845,16.0,0.387,0.128,0.5658,0.938,0.3447
zz_promo_zz,10.0,893.0,0.0,0.0,17.0,Click link below 💰,1,0.665,0.97,0.129,2.0,64.95,0.707,0.028,0.084,0.006
insta_boost_247,19.0,2946.0,2.0,0.0,52.0,btc eth airdrop free coins,1,0.61,0.94,0.248,4.0,215.01,0.767,0.0363,0.284,0.0489
crypto_king_9999,9.0,1735.0,0.0,0.0,19.0,Click link below 💰,1,0.685,0.978,0.153,4.0,75.4,0.831,0.0748,0.159,0.0034
q7w8e9r0t1y2,5.0,2754.0,1.0,0.0,46.0,,1,0.71,0.962,0.397,2.0,297.4,0.762,0.0395,0.067,0.0052
amy_joy,18.0,60.0,10.0,3.0,1279.0,Dog lover | Hiking | Books,0,0.05,0.121,0.724,13.0,3.839,0.185,0.42,0.615,0.2055
ava_dances,133.0,33.0,82.0,3.0,766.0,software engineer @ Google,0,0.025,0.352,0.709,13.0,3.414,0.062,0.2917,0.865,0.3923
amy_joy,70.12304301941205,30.182869530934468,17.996120945603725,27.93799949290795,1289.8474672880986,Data scientist | ML researcher,0,0.02720010249324404,0.29715177392646336,0.754548699394828,14.497403979159252,0.42075614830210156,0.17353948950691941,0.5251560000758251,0.7245804810365253,0.5129939916457774
luke_designs,2.0,10.0,11.0,22.0,915.0,Medical student | future doctor,0,0.069,0.227,0.941,13.0,1.157,0.194,0.4864,0.806,0.2055
real_human_01234,9.0,264.0,0.0,0.0,26.0,airdrop $ETH daily,1,0.65,0.908,0.316,3.0,134.79,0.818,0.0328,0.061,0.0354
nina_art,2291.0,17.0,16.0,16.0,1547.0,Musician. Coffee addict.,0,0.14,0.146,0.978,17.0,4.41,0.078,0.2037,0.651,0.4987
james_hikes,34.0,32.0,31.0,2.0,797.0,Medical student | future doctor,0,0.038,0.529,0.694,12.0,4.827,0.003,0.2416,0.926,0.4497
real_human_01234,15.0,863.0,2.0,0.0,50.0,FREE gift cards click here,1,0.861,0.927,0.32,3.0,283.1,0.753,0.0595,0.052,0.0206
nina_art,477.9380583489503,74.77088148536382,12.544108161247149,16.171431344855893,479.1830704660936,photographer | travel 📷,0,0.060341099730659514,0.1782658756832119,0.819207940554261,18.129501797196735,3.0394165865345224,0.04931561730023491,0.4090375364325296,0.8954597625254538,0.2138994983147267
zz_promo_zz,19.0,292.0,2.0,0.0,46.0,Click link below 💰,1,0.751,0.966,0.205,1.0,98.76,0.864,0.0249,0.253,0.017
chris_builds,47.0,7.0,7.0,19.0,1247.0,fitness coach 💪 DM for training plans,0,0.032,0.471,0.767,15.0,2.943,0.122,0.3543,0.975,0.1595
chef_marco,108.0,6.0,14.0,22.0,1476.0,fitness coach 💪 DM for training plans,0,0.119,0.265,0.79,17.0,2.111,0.032,0.4037,0.884,0.3604
sophia_teaches,287.0,95.0,26.0,0.0,4399.0,fitness coach 💪 DM for training plans,0,0.05,0.117,0.897,11.0,0.658,0.082,0.4214,0.612,0.1351
creative_dan,43.0,13.0,60.0,9.0,5000.0,Developer | Open source enthusiast,0,0.133,0.235,0.81,11.0,3.815,0.025,0.4623,0.816,0.1487
earn_fast_2024,3.0,820.0,0.0,0.0,24.0,btc eth airdrop free coins,1,0.663,0.894,0.381,4.0,200.26,0.964,0.0941,0.155,0.0395
tom_techie,37.0,14.0,11.0,17.0,5000.0,Chef | Recipe creator,0,0.103,0.255,0.925,12.0,3.598,0.088,0.2631,0.674,0.493
bot291847362,12.0,1863.0,1.0,0.0,37.0,Click link below 💰,1,0.818,0.908,0.323,4.0,94.42,0.909,0.0762,0.202,0.0309
sarah_smith,20.0,21.0,7.0,3.0,1494.0,Musician. Coffee addict.,0,0.005,0.255,0.928,15.0,2.121,0.04,0.5167,0.684,0.587
real_human_01234,34.595636969869105,2383.1680965732016,0.3893220986831559,0.0,0.0,follow for follow back,1,0.7272065256848449,0.9248697666039885,0.3119865857456063,2.300956587893291,293.6329922696286,0.905071992271022,0.004631356214310572,0.24741316445389638,0.013917181297612172
ava_dances,12.0,16.0,8.0,1.0,892.0,mom of 3 | foodie,0,0.069,0.314,0.667,12.0,1.208,0.174,0.6137,0.954,0.2115
photo_by_anna,31.0,84.0,79.0,28.0,1534.0,Nurse practitioner | women's health advocate,0,0.065,0.494,0.796,13.0,4.21,0.106,0.2591,0.654,0.4393
emma.j,15.709401706052182,91.77041872299075,3.2717363121396965,2.6795216252261835,335.70662519328243,Entrepreneur | Founder @startup,0,0.12855628191776428,0.2746167937580206,0.9748149438753919,15.558439846125477,5.286191239704789,0.07204516113055481,0.5829905666361109,0.8060413810171445,0.4562058943612792
photo_by_anna,12.0,87.0,11.0,16.0,1612.0,Musician. Coffee addict.,0,0.035,0.523,0.737,14.0,0.392,0.047,0.6727,0.948,0.2274
grace_beauty,861.0,29.0,3.0,17.0,631.0,UX designer @Meta,0,0.107,0.151,0.782,14.0,1.81,0.154,0.3923,0.819,0.4992
chris_builds,158.08008842492794,0.0,23.158384090362052,15.941015096794448,2305.992923484224,Dog lover | Hiking | Books,0,0.07949820076931469,0.4025298099637807,0.9262974005419281,17.289233828595293,0.0,0.10686070683553896,0.48017256983360634,0.7984394627465492,0.20992752175415672
photo_by_anna,12.0,8.0,1.0,13.0,875.0,UX designer @Meta,0,0.001,0.369,0.68,11.0,1.364,0.164,0.3508,0.633,0.5488
tom_techie,32.0,21.0,7.0,29.0,4016.0,Wildlife photographer based in Kenya,0,0.001,0.531,0.863,14.0,0.348,0.058,0.5624,0.811,0.3004
alex_travel,47.0,74.0,5.0,6.0,2411.0,UX designer @Meta,0,0.103,0.466,0.811,18.0,1.925,0.013,0.5688,0.843,0.2082
dev_pete,53.96673991850395,0.0,15.694174164565032,17.449659448235433,2315.503282910215,Developer | Open source enthusiast,0,0.12988493396698353,0.3346643616359097,0.7966456846777392,12.802482926528699,3.5533955669682595,0.15804749119808387,0.25196260532908415,0.8639462830299253,0.4505490874281794
1234567890ab,8.0,2755.0,2.0,0.0,48.0,crypto millionaire | teach you how,1,0.71,0.989,0.204,3.0,147.88,0.781,0.0403,0.129,0.0075
emma.j,200.0,24.0,9.0,18.0,2862.0,Wildlife photographer based in Kenya,0,0.091,0.465,0.753,11.0,1.387,0.026,0.688,0.742,0.2096
paul_runs,132.0,65.0,48.0,14.0,5000.0,High school teacher | making STEM fun,0,0.009,0.2,0.711,18.0,2.426,0.145,0.4916,0.973,0.3808
mia_cooks,21.0,98.0,5.0,5.0,1522.0,Entrepreneur | Founder @startup,0,0.035,0.316,0.933,9.0,2.366,0.078,0.5605,0.821,0.5152
9182736450,14.0,2739.0,0.0,0.0,35.0,crypto signals ✅ 99% win rate,1,0.662,0.896,0.185,4.0,201.21,0.883,0.0319,0.124,0.0257
1234567890ab,13.0,2759.0,0.0,0.0,20.0,official giveaway account,1,0.777,0.973,0.279,4.0,204.01,0.941,0.0946,0.056,0.0236
chris_builds,9.0,12.0,11.0,28.0,3654.0,Podcaster | interviewing founders,0,0.016,0.454,0.989,10.0,0.858,0.11,0.4739,0.8,0.4864
luke_designs,27.660878724170203,12.828874332460053,19.511783711328604,18.527367977505754,947.4735554361225,Yoga instructor | wellness coach,0,0.13870670952441613,0.46601993005546133,0.7294269836268091,10.362248265789137,3.606154825699975,0.19188539736216906,0.2390772889571916,0.814824785470034,0.21767392625983925
mia_cooks,15.0,9.0,13.0,20.0,2439.0,Freelance illustrator | art prints available,0,0.01,0.206,0.943,15.0,4.603,0.162,0.568,0.769,0.259
chris_builds,0.9520324483046849,4.137035413584741,9.100625182474566,1.2437845316966891,2498.6942610742035,Medical student | future doctor,0,0.054517616711326454,0.15603618513370585,0.9390069927247919,14.771889267612487,0.0,0.06459941490448641,0.6728883025175588,1.0195412120108767,0.3178665540270133
ava_dances,57.0,7.0,3.0,29.0,3032.0,Gaming streamer | Twitch partner,0,0.038,0.118,0.679,13.0,1.776,0.177,0.5007,0.813,0.3032
grace_beauty,88.85761831800936,21.940528190947006,15.379362327296294,27.792390326950443,2210.652606048443,Environmental activist,0,0.09698003323112728,0.30816420634916836,0.8904766724520735,8.72142228296896,0.19767445619440616,0.20336394455700127,0.4007818279488002,0.6029299227049548,0.5133479433368447
real_human_01234,45.28470146251866,2472.419959141203,0.0,0.0,161.0181996367986,,1,0.6563218622019623,0.966088885927573,0.3231118566921388,2.70705441607633,142.24573758749423,0.7261872729811581,0.0021653749997096808,0.18889253884901155,0.019939615950856592
dev_pete,31.0,5.0,28.0,20.0,834.0,Marketing professional | keynote speaker,0,0.075,0.254,0.767,9.0,4.356,0.026,0.6462,0.768,0.1752
follow_back_101,7.0,2678.0,2.0,0.0,12.0,♻️ repost to win $1000,1,0.878,0.923,0.158,2.0,180.62,0.968,0.0726,0.026,0.0214
get_rich_88,8.0,1452.0,1.0,0.0,40.0,make money online → bio link,1,0.713,0.923,0.173,3.0,287.21,0.971,0.024,0.189,0.0436
bot_account_7,13.0,2962.0,0.0,0.0,9.0,btc eth airdrop free coins,1,0.848,0.95,0.26,4.0,51.19,0.782,0.0434,0.231,0.0218
luke_designs,13.0,57.0,5.0,10.0,365.0,Podcaster | interviewing founders,0,0.147,0.422,0.795,8.0,1.987,0.137,0.2771,0.777,0.4478
user8374629,15.009216894053996,1844.0522975849092,0.6487233640207024,0.0,14.337795515727294,earn $500/day 👇,1,0.7457983220593969,0.8703295166248334,0.2215372305565932,3.1484618939837583,60.22467065458912,0.6855109589867527,0.06672701016143502,0.2489930937198723,0.03914081676474317
zz_promo_zz,6.0,1829.0,0.0,0.0,30.0,♻️ repost to win $1000,1,0.898,0.865,0.197,2.0,131.66,0.846,0.0314,0.215,0.0389
tom_techie,18.0,13.0,17.0,26.0,2539.0,Traveler | 50+ countries visited,0,0.037,0.449,0.934,8.0,4.763,0.151,0.5771,0.878,0.5918
bot291847362,14.0,1926.0,1.0,0.0,49.0,NFT investor | crypto tips,1,0.908,0.89,0.355,3.0,259.97,0.969,0.0176,0.024,0.0351
autoliker_pro,5.0,602.0,1.0,0.0,14.0,earn while you sleep 💸,1,0.682,0.944,0.326,1.0,58.48,0.969,0.0522,0.21,0.0304
tom_techie,8.0,70.0,277.0,15.0,1900.0,Yoga instructor | wellness coach,1,0.116,0.148,0.734,11.0,2.479,0.146,0.4228,0.834,0.3738
autoliker_pro,9.0,2782.0,1.0,0.0,9.0,NFT investor | crypto tips,1,0.691,0.964,0.238,2.0,290.7,0.976,0.014,0.003,0.0335
autoliker_pro,0.0,1850.0,1.0,0.0,48.0,investment advisor DM me,1,0.828,0.869,0.134,1.0,224.52,0.74,0.0313,0.141,0.0184
earn_fast_2024,4.0,838.0,2.0,0.0,44.0,DM me to grow your account fast,1,0.677,0.957,0.354,2.0,222.04,0.724,0.0799,0.01,0.0195
emma.j,3.0,4.0,15.0,27.0,653.0,Architect | sustainable design,0,0.08,0.236,0.748,15.0,2.134,0.167,0.364,0.712,0.4967
code_master,237.0,32.0,16.0,13.0,396.0,Chef | Recipe creator,0,0.047,0.183,0.663,11.0,1.112,0.016,0.6832,0.666,0.3073
photo_by_anna,186.31190680977298,0.0,26.12778147143685,23.581265810924535,2467.4983379170158,Artist | Digital creator,0,0.035896285238015815,0.37570013922741513,0.7956434755407783,11.030764033776485,6.255799039790701,0.17767033353354383,0.25019559401558517,0.9873860071065074,0.5571076909445913
ethan_games,32.85285421628585,0.0,53.07387077455916,14.367693191904788,303.8326781307529,Environmental activist,0,0.10034590566018127,0.33452998540143464,0.7499041141060369,16.074862266137394,5.420881486361351,0.0980626539857089,0.24506600918080754,0.6834718738622372,0.17420421131249525
alex_travel,54.0,18.0,21.0,18.0,3004.0,Chef | Recipe creator,0,0.039,0.451,0.987,13.0,3.518,0.078,0.4611,0.652,0.2574
user8374629,1.0,1867.0,0.0,0.0,12.0,Click link below 💰,1,0.744,0.881,0.318,2.0,172.17,0.713,0.016,0.065,0.0198
1234567890ab,15.0,2221.0,2.0,0.0,48.0,,1,0.662,0.935,0.397,1.0,112.45,0.962,0.0987,0.003,0.0414
sophia_teaches,17.0,86.0,1.0,24.0,1623.0,Podcaster | interviewing founders,0,0.038,0.464,0.741,10.0,1.825,0.045,0.67,0.859,0.2502
autoliker_pro,3.0,1455.0,0.0,0.0,43.0,earn $500/day 👇,0,0.63,0.894,0.235,4.0,101.76,0.83,0.0362,0.15,0.0384
amy_joy,14.001787114441745,0.0,36.87630253791792,12.031424788731718,893.4975932243046,software engineer @ Google,0,0.10601611673589853,0.5157462237810423,0.7926501165752216,15.040518599643935,2.6348671187060226,0.030340400827201783,0.2929017194099362,0.7048002878510294,0.6204971515861026
ava_dances,1600.0,15.0,10.0,17.0,438.0,High school teacher | making STEM fun,0,0.013,0.176,0.798,17.0,1.364,0.131,0.5043,0.986,0.5566
mia_cooks,206.0,6.0,5.0,15.0,2546.0,Freelance illustrator | art prints available,0,0.135,0.335,0.943,18.0,3.087,0.089,0.5412,0.64,0.5637
amy_joy,177.0,31.0,4.0,28.0,5000.0,Dance teacher | choreographer,0,0.095,0.477,0.651,10.0,0.164,0.005,0.3881,0.807,0.4888
chef_marco,13.0,11.0,14.0,22.0,5000.0,Yoga instructor | wellness coach,0,0.054,0.402,0.951,12.0,1.258,0.132,0.4012,0.626,0.4772
airdrop_winner99,14.431596903944218,342.8469251800617,0.0,0.5704598482816773,96.5726004827908,FREE gift cards click here,1,0.796557710756982,0.8938200108187954,0.28001805619979747,2.0269049563253945,108.00934067152164,0.95168246102301,0.0779971738279922,0.2515884844126154,0.03258984738179099
zz_promo_zz,13.0,1663.0,2.0,0.0,29.0,make money online → bio link,1,0.927,0.979,0.359,2.0,282.44,0.879,0.0977,0.069,0.0199
mark_adventure,507.0,15.0,4.0,2.0,2493.0,Chef | Recipe creator,0,0.09,0.311,0.816,13.0,0.258,0.126,0.3418,0.743,0.1709
creative_dan,1196.0,3.0,12.0,16.0,2922.0,Traveler | 50+ countries visited,0,0.073,0.326,0.858,17.0,3.048,0.004,0.6462,0.855,0.3484
a8f7d3k9p2,18.0,463.0,2.0,0.0,26.0,earn while you sleep 💸,1,0.92,0.931,0.181,3.0,203.82,0.988,0.0147,0.136,0.0344
chef_marco,38.71107107014105,56.468242691533824,8.023790043913815,25.36750352713955,873.1829670189168,UX designer @Meta,0,0.13989187996391192,0.22196834465668422,0.6977284395668997,8.027617424895768,0.0,0.015147013651481476,0.6135175609549338,0.6751101930646344,0.3613968752077637
sophia_teaches,57.77294577740326,0.0,13.33359781172964,15.224487980505462,755.5128456336213,Yoga instructor | wellness coach,0,0.11478177052231152,0.16312286234902793,0.9740823711510948,11.32632886284182,0.4475484389280018,0.07611408649841447,0.22022041826998418,0.8368514676570914,0.432448672050776
ava_dances,17.0,6.0,27.0,14.0,1737.0,Architect | sustainable design,0,0.059,0.288,0.892,11.0,3.51,0.101,0.5766,0.792,0.2126
sarah_smith,15.54487769622293,159.07035743162686,36.208343306588894,1.7964635048768967,1509.6782178351114,photographer | travel 📷,0,0.03290071507461302,0.27941583775242274,0.8497271304422407,8.547046688680737,5.4227483951205935,0.040266294811810543,0.6751015892629842,0.9639024362468107,0.5689145974726271
earn_fast_2024,16.0,632.0,0.0,0.0,43.0,earn $500/day 👇,1,0.829,0.943,0.198,1.0,206.28,0.892,0.0359,0.141,0.0297
mia_cooks,13.0,9.0,29.0,6.0,2740.0,Gaming streamer | Twitch partner,0,0.097,0.19,0.678,10.0,1.941,0.142,0.303,0.63,0.4409
grace_beauty,11.0,22.0,2.0,4.0,4515.0,Developer | Open source enthusiast,0,0.054,0.409,0.739,18.0,1.544,0.139,0.6834,0.812,0.239
f4f_master_99,1.7236290125988705,2939.69270988225,3.5910236048661446,0.0,133.3339129351079,airdrop $ETH daily,1,0.7194210803242577,0.9596232204181357,0.26705818988331215,3.6773693827317517,233.61126343545348,0.7113762298959304,0.08122161843415898,0.037168121069257674,0.0
grace_beauty,31.18947984068733,63.159382684134194,4.361214445976905,4.223263806023136,2825.84705902247,Retired engineer | amateur astronomer,0,0.1382270963567248,0.31937264688948097,0.8830008476150917,10.05615328974816,3.270892720333257,0.18514742162949932,0.32030758781496543,0.6598888268487775,0.5273129227863446
james_hikes,29.0,34.0,10.0,14.0,5000.0,Podcaster | interviewing founders,0,0.054,0.436,0.922,12.0,2.99,0.104,0.4114,0.802,0.5504
rachel_reads,279.0,13.0,14.0,7.0,2113.0,Blogger | Lifestyle & wellness,0,0.121,0.358,0.692,13.0,4.246,0.188,0.3779,0.828,0.4895
acc29471838,9.0,1175.0,2.0,0.0,28.0,FREE gift cards click here,1,0.794,0.945,0.287,1.0,194.11,0.861,0.0402,0.072,0.0059
john_doe,169.0,17.0,7.0,17.0,5000.0,News journalist @NYT,0,0.018,0.441,0.72,10.0,2.695,0.165,0.3923,0.722,0.3411
fit_jessica,46.0,3.0,9.0,8.0,5000.0,Architect | sustainable design,0,0.036,0.29,0.837,18.0,3.253,0.168,0.3415,0.944,0.2614
james_hikes,95.0,5.0,21.0,15.0,1511.0,Dance teacher | choreographer,0,0.112,0.482,0.733,14.0,2.496,0.173,0.5573,0.895,0.3151
rachel_reads,59.0,59.0,124.0,24.0,1904.0,Blogger | Lifestyle & wellness,0,0.082,0.432,0.86,14.0,2.083,0.038,0.3187,0.972,0.11
alex_travel,765.0,61.0,25.0,1.0,4676.0,Nurse practitioner | women's health advocate,1,0.138,0.484,0.721,18.0,1.262,0.145,0.2327,0.812,0.3585
q7w8e9r0t1y2,10.0,1936.0,1.0,0.0,16.0,DM me to grow your account fast,1,0.919,0.903,0.202,3.0,129.85,0.885,0.0357,0.247,0.0417
tom_techie,3.0,19.0,19.0,11.0,1944.0,Marketing professional | keynote speaker,0,0.146,0.135,0.783,8.0,0.922,0.041,0.3992,0.985,0.4679
free_follower_bot,0.0,1620.2044251588286,0.0,0.0,212.04589415296218,airdrop $ETH daily,1,0.7510549048444186,0.9472707111894817,0.1044374640219493,1.868317617212352,286.68677911995303,0.945488093903678,0.03484108384573309,0.20417321973018687,0.021225662860275725
