username,followers,following,videos,bio,likes,is_verified,label
jeffbezos,41230015,91,4440,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,2042227894,1,0
lisa_writes,321044,41,0,,763,0,1
john_doe,319306,41,7,Click link below 💰,327,0,1
botanist_beth,200,12,419,Medical student | future doctor 🩺,9323,0,0
arianagrande,125633496,149,4680,Hollywood actor | Upcoming: Summer Blockbuster 2025,10122568498,1,0
creative_dan,630,313,382,Freelance illustrator | art prints available,5120,0,0
everyday_elena,662,121,388,Musician. Coffee addict. ☕,7279,0,0
amy_joy,463,177,392,High school teacher | making STEM fun,4023,0,0
emma.j,285,139,335,Retired engineer | amateur astronomer 🔭,2236,0,0
cristiano,33977771,454,3131,Fashion icon | Creative Director @LuxuryBrand,2794591113,1,0
photo_by_anna,222,24,459,UX designer @Meta,10291,0,0
surf_with_evan,332,118,446,fitness coach 💪 DM for plans,15631,0,0
alex_travel,291476,31,4,📈 passive income daily,918,0,1
tom_techie,516,88,338,Blogger | Lifestyle & wellness,6700,0,0
get_rich_88,95,8135,0,promo available 📩,83,0,1
oprah,147088432,231,338,Iconic musician 🎸 | 40+ years on stage,11448397075,1,0
tom_techie,124908,43,6,,875,0,1
dev_pete,205,14,318,News journalist @NYT,2794,0,0
daniel_f,260,12,195,Podcaster | interviewing founders,12409,0,0
creative_dan,273077,4,5,,534,0,1
the_real_sam,447195,26,9,Get free followers — click bio link,364,0,1
real_human_01234,4,4554,3,,93,0,1
photo_by_anna,301,52,176,Architect | sustainable design,9430,0,0
photo_by_anna,200,73,142,Data scientist | ML researcher,7411,0,0
tim_cook,17039230,0,265,Oscar-winning director | Production company: @StudioX,728179671,1,0
fit_jessica,56621,24,7,🔞 link in bio,446,0,1
99882736450,5133,7726,3399,FREE BTC airdrop → link in bio,298,0,1
the_real_sam,338050,15,3,btc eth airdrop free coins,72,0,1
mark_adventure,344963,18,4,crypto signals ✅ 99% win rate,624,0,1
1234567890ab,6743,9285,4365,Click link below 💰,497,0,1
nina_art,200,50,435,Gaming streamer | Twitch partner 🎮,6133,0,0
dev_pete,223,99,495,Teacher & lifelong learner 📚,3517,0,0
b.scott.official,262,72,149,Developer | Open source enthusiast,3204,0,0
john_doe,148415,41,7,DM me to grow your account fast,614,0,1
chef_marco,200,64,161,Dog lover 🐾 | Hiking | Books,9633,0,0
code_master,393347,34,4,promo available 📩,559,0,1
real_human_01234,18,5822,4,NFT investor | crypto tips,6,0,1
mindful_maya,687,316,465,Chef | Recipe creator 🍳,15473,0,0
free_followers_now,40,9308,4,♻️ repost to win $1000,26,0,1
grace_beauty,276408,23,8,earn $500/day 👇,562,0,1
a8f7d3k9p2,83,6739,1,♻️ repost to win $1000,77,0,1
emma.j,199615,23,7,♻️ repost to win $1000,247,0,1
a8f7d3k9p2,151,4236,2,follow for follow back,57,0,1
tom_techie,312007,22,4,earn $500/day 👇,779,0,1
bot_account_7,8408,9220,4421,,469,0,1
jeffbezos,7748982,277,1013,Nobel Peace Prize laureate | Activist,112267372,1,0
get_rich_88,4319,7485,1715,🔞 link in bio,269,0,1
chef_marco,424,171,375,Medical student | future doctor 🩺,11877,0,0
creative_dan,449494,15,6,,306,0,1
botanist_beth,200,19,405,Artist | Digital creator ✨,2971,0,0
airdrop_winner99,3966,5535,4856,earn $500/day 👇,162,0,1
airdrop_winner99,1504,9618,3817,,187,0,1
taylorswift,40914644,213,2904,Official account. For business: manager@agency.com,746000765,1,0
mindful_maya,259336,1,6,📈 passive income daily,12,0,1
lena_captures,200,84,196,Podcaster | interviewing founders,4269,0,0
neymarjr,16297129,98,3395,Hollywood actor | Upcoming: Summer Blockbuster 2025,873721883,1,0
99882736450,16,5814,3,btc eth airdrop free coins,26,0,1
1234567890ab,142,5530,1,Real estate investor | DM for passive income secrets,41,0,1
user8374629,8739,5401,3648,earn $500/day 👇,86,0,1
lena_captures,551,52,21,Podcaster | interviewing founders,13708,0,0
sarah_smith,1092,531,68,Fashion designer | PR welcome,52008,0,0
a8f7d3k9p2,2523,9789,2220,follow for follow back,315,0,1
lena_captures,458426,34,2,,322,0,1
alex_travel,200,75,126,Wildlife photographer based in Kenya,9117,0,0
dev_pete,295,56,137,Entrepreneur | Founder @startup,5373,0,0
airdrop_winner99,6503,5343,1027,,98,0,1
dev_pete,361630,43,7,btc eth airdrop free coins,103,0,1
chef_marco,244392,8,2,♻️ repost to win $1000,70,0,1
grace_beauty,200,97,144,fitness coach 💪 DM for plans,5386,0,0
free_follower_bot,143,8703,4,promo available 📩,97,0,1
john_doe,357726,1,4,DM me to grow your account fast,49,0,1
amy_joy,533,192,167,UX designer @Meta,7900,0,0
paul_runs,458787,20,1,🔞 link in bio,212,0,1
chris_builds,1557,350,394,Blogger | Lifestyle & wellness,7837,0,0
creative_dan,132063,48,7,NFT investor | crypto tips,678,0,1
a8f7d3k9p2,9239,7563,2036,🔞 link in bio,144,0,1
botanist_beth,200,47,199,Nurse practitioner | women's health advocate,8207,0,0
airdrop_winner99,3514,6133,4666,,8,0,1
real_human_01234,132,3044,3,crypto signals ✅ 99% win rate,79,0,1
chris_builds,497848,38,9,investment advisor DM me,799,0,1
a8f7d3k9p2,7309,5406,2667,investment advisor DM me,295,0,1
q7w8e9r0t1y2,1524,6918,1204,Click link below 💰,178,0,1
botanist_beth,285,68,451,Medical student | future doctor 🩺,10292,0,0
emma.j,386987,41,3,Real estate investor | DM for passive income secrets,571,0,1
acc29471838,1839,6025,2658,,93,0,1
emma.j,479,79,390,Entrepreneur | Founder @startup,8249,0,0
free_follower_bot,3066,5315,4554,promo available 📩,414,0,1
crypto_king_9999,5459,8013,4414,,371,0,1
arianagrande,90589262,198,1306,Hollywood actor | Upcoming: Summer Blockbuster 2025,1474894433,1,0
user8374629,158,3763,1,🔞 link in bio,46,0,1
real_human_01234,5656,9115,1888,follow for follow back,497,0,1
zz_promo_zz,160,5842,0,📈 passive income daily,47,0,1
chris_builds,308608,10,4,Get free followers — click bio link,356,0,1
lisa_writes,273,82,452,Retired engineer | amateur astronomer 🔭,7709,0,0
q7w8e9r0t1y2,4439,8345,2385,DM me to grow your account fast,270,0,1
therock,93118293,396,2919,Nobel Peace Prize laureate | Activist,8429173183,1,0
lena_captures,451,59,71,Data scientist | ML researcher,16510,0,0
b.scott.official,1080,477,461,mom of 3 | foodie 🍕,13942,0,0
john_doe,191273,37,1,FREE BTC airdrop → link in bio,869,0,1
tradebot_fx,6232,9598,4683,,26,0,1
justinbieber,35109802,422,3037,Hollywood actor | Upcoming: Summer Blockbuster 2025,488818424,1,0
the_real_sam,317,55,40,Musician. Coffee addict. ☕,4096,0,0
amy_joy,200,20,309,Medical student | future doctor 🩺,1761,0,0
emma.j,200,5,256,Marketing professional | keynote speaker,1341,0,0
selenagomez,34111814,40,4593,Oscar-winning director | Production company: @StudioX,1431734542,1,0
elonmusk,106484220,281,3419,Official account. For business: manager@agency.com,2689774016,1,0
photo_by_anna,854,166,100,mom of 3 | foodie 🍕,34450,0,0
a8f7d3k9p2,98,6079,0,investment advisor DM me,67,0,1
get_rich_88,9755,8768,1253,earn $500/day 👇,341,0,1
real_human_01234,1167,9051,4002,Real estate investor | DM for passive income secrets,374,0,1
real_human_01234,4135,8661,3425,earn $500/day 👇,435,0,1
dev_pete,337241,17,3,Click link below 💰,924,0,1
creative_dan,200,93,55,UX designer @Meta,9535,0,0
airdrop_winner99,1888,6219,3871,Real estate investor | DM for passive income secrets,70,0,1
9182736450,9079,9387,951,follow for follow back,470,0,1
journeys_with_kai,200,17,107,mom of 3 | foodie 🍕,1373,0,0
xXx_profit_xXx,187,7815,4,♻️ repost to win $1000,70,0,1
paul_runs,621,209,294,Artist | Digital creator ✨,6817,0,0
tim_cook,132274855,425,1768,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,10042301303,1,0
mark_adventure,429214,18,5,🔞 link in bio,153,0,1
journeys_with_kai,200,99,65,News journalist @NYT,6983,0,0
get_rich_88,517,5840,4324,🔞 link in bio,467,0,1
xXx_profit_xXx,57,6019,1,promo available 📩,83,0,1
nina_art,420851,28,4,,889,0,1
99882736450,156,7070,1,,61,0,1
real_human_01234,2613,7359,1877,Real estate investor | DM for passive income secrets,253,0,1
botanist_beth,200,92,117,Artist | Digital creator ✨,3317,0,0
amy_joy,54775,35,4,,672,0,1
nft_dropper_69,2365,9754,3379,,439,0,1
free_followers_now,4386,7723,3671,DM me to grow your account fast,74,0,1
surf_with_evan,1183,226,32,News journalist @NYT,35641,0,0
botanist_beth,200,58,95,News journalist @NYT,8724,0,0
99882736450,170,9655,4,follow for follow back,17,0,1
chris_builds,1471,292,146,Dog lover 🐾 | Hiking | Books,43745,0,0
photo_by_anna,200,37,80,Dance teacher | choreographer,1596,0,0
99882736450,61,7734,4,,96,0,1
bot_account_7,127,5711,4,,30,0,1
emma.j,820,161,235,Freelance illustrator | art prints available,34048,0,0
tradebot_fx,168,3766,4,promo available 📩,37,0,1
follow_back_101,4165,8230,795,Real estate investor | DM for passive income secrets,465,0,1
everyday_elena,200,17,246,Dance teacher | choreographer,2826,0,0
real_human_01234,74,3420,3,NFT investor | crypto tips,22,0,1
xXx_profit_xXx,134,6667,1,,57,0,1
9182736450,65,8382,4,NFT investor | crypto tips,80,0,1
amy_joy,398252,29,5,📈 passive income daily,882,0,1
get_rich_88,145,6519,3,Real estate investor | DM for passive income secrets,26,0,1
grace_beauty,41753,16,4,crypto signals ✅ 99% win rate,918,0,1
9182736450,161,7134,2,earn $500/day 👇,1,0,1
9182736450,3750,6381,2604,earn $500/day 👇,355,0,1
xXx_profit_xXx,1,9346,4,earn $500/day 👇,9,0,1
surf_with_evan,384865,39,7,NFT investor | crypto tips,632,0,1
chris_builds,84622,18,6,Click link below 💰,296,0,1
get_rich_88,9432,9744,1635,📈 passive income daily,386,0,1
nina_art,200,86,312,fitness coach 💪 DM for plans,4028,0,0
mindful_maya,200,38,465,Podcaster | interviewing founders,3338,0,0
free_followers_now,97,4984,3,,92,0,1
user8374629,9914,7350,1025,,93,0,1
1234567890ab,2289,8101,2606,,440,0,1
chef_marco,369,180,258,mom of 3 | foodie 🍕,10243,0,0
chef_marco,504,234,278,Architect | sustainable design,11910,0,0
b.scott.official,600,53,167,fitness coach 💪 DM for plans,17294,0,0
crypto_king_9999,2224,8210,1815,follow for follow back,70,0,1
dev_pete,338798,31,8,NFT investor | crypto tips,160,0,1
free_followers_now,2446,6478,2396,Click link below 💰,93,0,1
a8f7d3k9p2,5546,7782,2051,🔞 link in bio,211,0,1
neymarjr,102757071,104,930,International supermodel | Agency: IMG Models,5544414337,1,0
sarah_smith,497,53,294,Developer | Open source enthusiast,23636,0,0
sarah_smith,200,17,439,Nurse practitioner | women's health advocate,9502,0,0
surf_with_evan,344,154,161,software engineer @ Google,15939,0,0
a8f7d3k9p2,151,7517,3,promo available 📩,7,0,1
airdrop_winner99,6577,6980,2300,Get free followers — click bio link,426,0,1
paul_runs,200,63,42,Artist | Digital creator ✨,9052,0,0
oprah,100090919,161,1166,World #1 tennis player 🎾 | Foundation: @AidFundation,9107248603,1,0
daniel_f,213,19,5,Yoga instructor | wellness coach 🧘,4339,0,0
grace_beauty,200,50,492,photographer | travel 📷,5070,0,0
code_master,211,48,376,Artist | Digital creator ✨,4799,0,0
creative_dan,270885,38,6,Real estate investor | DM for passive income secrets,196,0,1
nina_art,200,45,251,Entrepreneur | Founder @startup,6560,0,0
crypto_king_9999,100,4846,3,Click link below 💰,67,0,1
tom_techie,6579,2014,115,News journalist @NYT,133315,0,0
follow_back_101,22,9528,2,,80,0,1
99882736450,5079,6513,4363,crypto signals ✅ 99% win rate,226,0,1
chris_builds,28910,35,7,follow for follow back,666,0,1
code_master,317,136,492,Entrepreneur | Founder @startup,5377,0,0
1234567890ab,4724,9987,4189,follow for follow back,88,0,1
mindful_maya,200,56,296,Gaming streamer | Twitch partner 🎮,2753,0,0
surf_with_evan,400,161,451,Freelance illustrator | art prints available,14864,0,0
zz_promo_zz,3042,7584,933,btc eth airdrop free coins,223,0,1
billgates,7270094,325,3205,Iconic musician 🎸 | 40+ years on stage,484664688,1,0
chris_builds,464110,37,9,btc eth airdrop free coins,368,0,1
journeys_with_kai,393385,26,0,,701,0,1
mindful_maya,224955,45,0,,870,0,1
q7w8e9r0t1y2,5083,9134,3901,Click link below 💰,498,0,1
grace_beauty,352,118,28,Freelance illustrator | art prints available,12035,0,0
botanist_beth,200,93,198,Podcaster | interviewing founders,3594,0,0
q7w8e9r0t1y2,4367,5190,3727,Get free followers — click bio link,4,0,1
mike_2023,278,90,221,Medical student | future doctor 🩺,10616,0,0
nft_dropper_69,109,6338,4,DM me to grow your account fast,76,0,1
daniel_f,415,94,193,Nurse practitioner | women's health advocate,9475,0,0
bot_account_7,9,8568,2,,24,0,1
b.scott.official,195142,4,5,NFT investor | crypto tips,688,0,1
code_master,436,153,380,Musician. Coffee addict. ☕,19943,0,0
1234567890ab,103,6046,0,investment advisor DM me,8,0,1
beyonce,109681031,215,3086,Professional athlete | Team captain | Brand ambassador,6370425817,1,0
journeys_with_kai,320207,28,0,investment advisor DM me,555,0,1
botanist_beth,1222,332,182,Wildlife photographer based in Kenya,28028,0,0
daniel_f,200,73,288,High school teacher | making STEM fun,9699,0,0
photo_by_anna,688,200,172,Blogger | Lifestyle & wellness,30023,0,0
the_real_sam,45123,40,4,crypto signals ✅ 99% win rate,28,0,1
amy_joy,1186,106,139,High school teacher | making STEM fun,26743,0,0
chef_marco,171816,13,7,,733,0,1
photo_by_anna,200,98,457,Chef | Recipe creator 🍳,8395,0,0
john_doe,471,30,486,Teacher & lifelong learner 📚,14909,0,0
amy_joy,200,25,276,Data scientist | ML researcher,4389,0,0
fit_jessica,781,183,303,Chef | Recipe creator 🍳,12534,0,0
creative_dan,210,48,111,Entrepreneur | Founder @startup,7458,0,0
tradebot_fx,56,6627,1,FREE BTC airdrop → link in bio,26,0,1
b.scott.official,200,34,38,Marketing professional | keynote speaker,5143,0,0
grace_beauty,372,115,313,Retired engineer | amateur astronomer 🔭,13161,0,0
lena_captures,102722,41,7,♻️ repost to win $1000,909,0,1
dev_pete,200,48,484,Podcaster | interviewing founders,2776,0,0
1234567890ab,4654,8417,1266,Click link below 💰,195,0,1
beyonce,59427306,73,2985,Professional athlete | Team captain | Brand ambassador,2767861129,1,0
therock,135086653,152,3774,Oscar-winning director | Production company: @StudioX,8248188435,1,0
acc29471838,35,9479,4,Get free followers — click bio link,0,0,1
paul_runs,200,74,259,Freelance illustrator | art prints available,1629,0,0
user8374629,150,4267,4,,60,0,1
lena_captures,463,28,418,fitness coach 💪 DM for plans,16905,0,0
daniel_f,200,24,230,mom of 3 | foodie 🍕,3834,0,0
bot_account_7,73,4192,0,Real estate investor | DM for passive income secrets,5,0,1
zz_promo_zz,9835,7786,701,NFT investor | crypto tips,254,0,1
surf_with_evan,10647,45,7,Click link below 💰,602,0,1
therock,142785830,174,2011,Oscar-winning director | Production company: @StudioX,5567732853,1,0
sarah_smith,601,192,307,Entrepreneur | Founder @startup,25116,0,0
free_followers_now,90,6854,0,,22,0,1
bot_account_7,91,5754,3,crypto signals ✅ 99% win rate,33,0,1
john_doe,311955,37,1,,336,0,1
99882736450,148,5147,1,📈 passive income daily,50,0,1
alex_travel,189809,33,3,btc eth airdrop free coins,260,0,1
botanist_beth,212,31,484,Gaming streamer | Twitch partner 🎮,4134,0,0
paul_runs,194344,32,9,,87,0,1
mike_2023,200,28,471,Artist | Digital creator ✨,5711,0,0
tradebot_fx,71,7952,3,DM me to grow your account fast,78,0,1
lisa_writes,198401,31,9,📈 passive income daily,595,0,1
chris_builds,406808,20,4,Click link below 💰,471,0,1
fit_jessica,457,163,73,Environmental activist 🌱,15221,0,0
q7w8e9r0t1y2,77,9712,0,,34,0,1
free_follower_bot,196,3030,0,🔞 link in bio,36,0,1
a8f7d3k9p2,8025,9430,2003,crypto signals ✅ 99% win rate,368,0,1
emma.j,200,87,6,photographer | travel 📷,1104,0,0
nasa,95628649,149,2517,International supermodel | Agency: IMG Models,3477838555,1,0
nft_dropper_69,2966,6634,4840,FREE BTC airdrop → link in bio,104,0,1
alex_travel,792,265,346,Chef | Recipe creator 🍳,6989,0,0
photo_by_anna,498463,5,0,,739,0,1
lena_captures,541,243,127,Traveler | 50+ countries visited ✈️,6936,0,0
grace_beauty,200,15,199,photographer | travel 📷,7210,0,0
creative_dan,773,146,67,Chef | Recipe creator 🍳,20558,0,0
emma.j,388340,7,2,♻️ repost to win $1000,569,0,1
nasa,31354207,53,1971,Official account. For business: manager@agency.com,1089205880,1,0
chris_builds,303,89,425,Gaming streamer | Twitch partner 🎮,8654,0,0
paul_runs,241,72,387,Architect | sustainable design,8506,0,0
lena_captures,39964,36,9,,953,0,1
code_master,200,69,439,Blogger | Lifestyle & wellness,6154,0,0
xXx_profit_xXx,85,7216,1,,18,0,1
99882736450,9,4260,3,earn $500/day 👇,79,0,1
lena_captures,1243,532,351,Retired engineer | amateur astronomer 🔭,11535,0,0
99882736450,5589,8841,3103,DM me to grow your account fast,391,0,1
selenagomez,86688291,1,4552,International supermodel | Agency: IMG Models,3705565051,1,0
journeys_with_kai,409198,22,9,earn $500/day 👇,813,0,1
q7w8e9r0t1y2,116,9577,3,investment advisor DM me,86,0,1
emma.j,200,55,101,Podcaster | interviewing founders,6684,0,0
bot_account_7,156,5528,3,follow for follow back,76,0,1
daniel_f,463,192,84,mom of 3 | foodie 🍕,13082,0,0
emma.j,49274,13,4,,813,0,1
free_follower_bot,2955,5232,1105,,251,0,1
john_doe,200,98,407,Teacher & lifelong learner 📚,6170,0,0
b.scott.official,325,39,357,Dance teacher | choreographer,6893,0,0
user8374629,43,5307,1,♻️ repost to win $1000,63,0,1
code_master,200,37,390,Gaming streamer | Twitch partner 🎮,4402,0,0
