username,followers,following,tweets,bio,is_verified,listed_count,has_profile_pic,label
billgates,166695963,582,12982,World #1 tennis player 🎾 | Foundation: @AidFundation,1,172948,1,0
alex_travel,488576,1,0,📈 passive income daily,0,0,0,1
natgeo240,109190,2,78,Fan account. Not official.,0,0,1,1
tradebot_fx,3659,4777,411875,FREE BTC airdrop → link in bio,0,0,1,1
photo_by_anna,451991,13,14,,0,0,0,1
kyliejenner,46998410,427,34468,Fashion icon | Creative Director @LuxuryBrand,1,452090,1,0
everyday_elena,97,115,289,Environmental activist 🌱,0,110,1,0
a8f7d3k9p2,91,4761,13,NFT investor | crypto tips,0,0,1,1
free_follower_bot,4444,4906,441798,DM me to grow your account fast,0,0,1,1
beyonce200,56467,75,30,Fan account. Not official.,0,0,1,1
arianagrande277,130014,12,148,Fan account. Not official.,0,0,1,1
99882736450,91,4771,10,NFT investor | crypto tips,0,0,1,1
free_followers_now,3833,4675,81902,investment advisor DM me,0,0,1,1
amy_joy,50,116,155,Environmental activist 🌱,0,138,1,0
grace_beauty,50,63,465,Nurse practitioner | women's health advocate,0,880,1,0
a8f7d3k9p2,4979,3391,318632,crypto signals ✅ 99% win rate,0,0,1,1
photo_by_anna,112,258,100,Chef | Recipe creator 🍳,0,342,1,0
daniel_f,50,72,125,Gaming streamer | Twitch partner 🎮,0,140,1,0
botanist_beth,71,170,1295,Dance teacher | choreographer,0,985,1,0
earn_fast_2024,302,3498,422075,🔞 link in bio,0,0,1,1
chef_marco,50,23,100,Wildlife photographer based in Kenya,0,883,1,0
acc29471838,9,3437,33,btc eth airdrop free coins,0,0,0,1
beyonce,49325181,1680,72153,World #1 tennis player 🎾 | Foundation: @AidFundation,1,216027,1,0
acc29471838,223,4429,336837,investment advisor DM me,0,0,1,1
justinbieber776,222441,28,149,Fan account. Not official.,0,0,1,1
grace_beauty,50,94,525,photographer | travel 📷,0,840,1,0
nike387,482615,54,187,Fan account. Not official.,0,0,1,1
lisa_writes,50,76,100,Blogger | Lifestyle & wellness,0,975,1,0
lena_captures,142689,33,8,follow for follow back,0,0,0,1
kimkardashian882,170132,21,131,Fan account. Not official.,0,0,1,1
arianagrande826,133129,34,52,Fan account. Not official.,0,0,1,1
taylorswift,71878347,325,62685,International supermodel | Agency: IMG Models,1,499114,1,0
natgeo,192088912,1598,50425,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,492978,1,0
nft_dropper_69,52,4458,13,follow for follow back,0,0,0,1
lena_captures,1121,1034,106,Yoga instructor | wellness coach 🧘,0,241,1,0
tom_techie,2625627,3473,10126,mom of 3 | foodie 🍕,0,6793,1,0
lena_captures,50,10,100,Gaming streamer | Twitch partner 🎮,0,485,1,0
q7w8e9r0t1y2,30,3141,3,crypto signals ✅ 99% win rate,0,0,0,1
a8f7d3k9p2,56,4536,9,,0,0,0,1
daniel_f,2988938,1867,5528,Medical student | future doctor 🩺,1,32156,1,0
acc29471838,4856,3061,286260,Real estate investor | DM for passive income secrets,0,0,1,1
mindful_maya,123923,37,11,DM me to grow your account fast,0,0,1,1
nike859,166853,71,80,Fan account. Not official.,0,0,1,1
beyonce515,451243,79,137,Fan account. Not official.,0,0,1,1
bot_account_7,40,3909,8,DM me to grow your account fast,0,0,1,1
1234567890ab,3,3867,36,📈 passive income daily,0,0,0,1
elonmusk,80753574,1550,17962,Nobel Peace Prize laureate | Activist,1,107388,1,0
b.scott.official,50,78,128,Gaming streamer | Twitch partner 🎮,0,531,1,0
tom_techie,4600666,1373,38093,Yoga instructor | wellness coach 🧘,1,7623,1,0
real_human_01234,59,4623,36,,0,0,0,1
real_human_01234,2113,4684,211504,NFT investor | crypto tips,0,0,1,1
the_real_sam,3142257,370,20889,software engineer @ Google,0,34693,1,0
nft_dropper_69,5,3432,34,investment advisor DM me,0,0,0,1
realmadrid7,277032,94,178,Fan account. Not official.,0,0,1,1
earn_fast_2024,130,4819,381775,NFT investor | crypto tips,0,0,1,1
lisa_writes,4157698,4642,33526,Artist | Digital creator ✨,0,37955,1,0
billgates,44308658,807,16736,International supermodel | Agency: IMG Models,1,310552,1,0
chris_builds,50,18,1086,Fashion designer | PR welcome,0,721,1,0
code_master,361,842,318,Wildlife photographer based in Kenya,0,496,1,0
mike_2023,2872193,907,28477,Architect | sustainable design,0,4222,1,0
mindful_maya,370791,22,3,DM me to grow your account fast,0,0,0,1
creative_dan,4709724,4012,19835,Developer | Open source enthusiast,0,13187,1,0
chef_marco,74,152,122,software engineer @ Google,0,64,1,0
neymarjr,190101559,1105,65279,International supermodel | Agency: IMG Models,1,251159,1,0
sarah_smith,3743527,3171,48782,Gaming streamer | Twitch partner 🎮,0,28219,1,0
nasa836,235330,66,120,Fan account. Not official.,0,0,1,1
chef_marco,193,300,131,Podcaster | interviewing founders,0,561,1,0
tradebot_fx,2839,3031,361534,follow for follow back,0,0,1,1
b.scott.official,409303,31,7,earn $500/day 👇,0,0,1,1
chef_marco,50,104,100,Yoga instructor | wellness coach 🧘,0,277,1,0
nasa,100757241,461,7998,Professional athlete | Team captain | Brand ambassador,1,112162,1,0
photo_by_anna,405344,33,4,promo available 📩,0,0,0,1
airdrop_winner99,954,4987,377155,,0,0,1,1
oprah,162047058,902,60877,Fashion icon | Creative Director @LuxuryBrand,1,147283,1,0
alex_travel,50,113,394,News journalist @NYT,0,439,1,0
sarah_smith,524,722,100,High school teacher | making STEM fun,0,759,1,0
1234567890ab,83,3911,47,DM me to grow your account fast,0,0,0,1
arianagrande800,96999,72,96,Fan account. Not official.,0,0,1,1
john_doe,291575,19,17,📈 passive income daily,0,0,1,1
mindful_maya,50,26,539,Data scientist | ML researcher,0,340,1,0
arianagrande82,265863,11,68,Fan account. Not official.,0,0,1,1
mindful_maya,50,92,412,software engineer @ Google,0,124,1,0
lisa_writes,50,123,100,Medical student | future doctor 🩺,0,798,1,0
a8f7d3k9p2,1448,4781,312714,follow for follow back,0,0,1,1
john_doe,111165,24,6,,0,0,1,1
photo_by_anna,50,112,100,Gaming streamer | Twitch partner 🎮,0,31,1,0
a8f7d3k9p2,99,3869,21,,0,0,1,1
alex_travel,351952,1,6,,0,0,0,1
mark_adventure,54,63,100,Marketing professional | keynote speaker,0,55,1,0
user8374629,4461,3611,112397,,0,0,1,1
everyday_elena,50,24,100,photographer | travel 📷,0,862,1,0
natgeo870,389174,12,102,Fan account. Not official.,0,0,1,1
mindful_maya,105833,1526,6463,Environmental activist 🌱,0,22199,1,0
follow_back_101,20,4914,29,,0,0,0,1
selenagomez,161316758,1998,77553,International supermodel | Agency: IMG Models,1,42522,1,0
justinbieber306,147053,91,178,Fan account. Not official.,0,0,1,1
b.scott.official,50,94,240,News journalist @NYT,0,260,1,0
fit_jessica,125,112,100,Medical student | future doctor 🩺,0,42,1,0
mindful_maya,59667,44,5,crypto signals ✅ 99% win rate,0,0,1,1
nike691,346882,93,86,Fan account. Not official.,0,0,1,1
oprah897,62282,62,150,Fan account. Not official.,0,0,1,1
photo_by_anna,2848648,2800,19893,Data scientist | ML researcher,0,8609,1,0
journeys_with_kai,349372,6,9,,0,0,1,1
follow_back_101,1151,4594,147353,,0,0,1,1
alex_travel,50,47,100,Gaming streamer | Twitch partner 🎮,0,971,1,0
alex_travel,82946,37,9,follow for follow back,0,0,1,1
b.scott.official,58,135,665,Traveler | 50+ countries visited ✈️,0,306,1,0
amy_joy,249817,22,17,btc eth airdrop free coins,0,0,1,1
mike_2023,3303046,2578,21027,Chef | Recipe creator 🍳,0,47398,1,0
beyonce,31882013,1974,74697,Iconic musician 🎸 | 40+ years on stage,1,432979,1,0
9182736450,3194,4320,406391,♻️ repost to win $1000,0,0,1,1
kyliejenner197,498672,62,29,Fan account. Not official.,0,0,1,1
therock342,16401,82,186,Fan account. Not official.,0,0,1,1
amy_joy,61,94,101,Data scientist | ML researcher,0,704,1,0
dev_pete,322,492,354,software engineer @ Google,0,443,1,0
get_rich_88,25,4507,38,,0,0,1,1
q7w8e9r0t1y2,2184,3286,248455,,0,0,1,1
user8374629,78,3024,46,Click link below 💰,0,0,0,1
nft_dropper_69,56,4128,10,📈 passive income daily,0,0,1,1
fcbarcelona,12273240,896,68677,CEO @Fortune500 | Author | Speaker,1,222648,1,0
real_human_01234,35,3561,8,Real estate investor | DM for passive income secrets,0,0,1,1
amy_joy,4025667,2169,17186,Data scientist | ML researcher,1,15880,1,0
amy_joy,59,135,930,Nurse practitioner | women's health advocate,0,979,1,0
tom_techie,225169,37,6,earn $500/day 👇,0,0,0,1
justinbieber,134405318,112,60192,Iconic musician 🎸 | 40+ years on stage,1,335740,1,0
alex_travel,235,227,219,Marketing professional | keynote speaker,0,684,1,0
creative_dan,306,631,100,Traveler | 50+ countries visited ✈️,0,407,1,0
airdrop_winner99,48,4844,11,,0,0,0,1
john_doe,138,102,176,Medical student | future doctor 🩺,0,606,1,0
amy_joy,50,116,100,software engineer @ Google,0,275,1,0
mike_2023,50,30,100,Marketing professional | keynote speaker,0,134,1,0
tradebot_fx,96,3699,24,Get free followers — click bio link,0,0,1,1
selenagomez133,359977,89,186,Fan account. Not official.,0,0,1,1
earn_fast_2024,2925,4131,207781,DM me to grow your account fast,0,0,1,1
fit_jessica,382,807,1133,Artist | Digital creator ✨,0,232,1,0
daniel_f,26658,17,3,,0,0,0,1
the_real_sam,50,62,214,Environmental activist 🌱,0,293,1,0
b.scott.official,1396384,2087,2223,News journalist @NYT,0,4887,1,0
mike_2023,437845,7,17,Real estate investor | DM for passive income secrets,0,0,1,1
zz_promo_zz,41,3328,23,,0,0,0,1
the_real_sam,39364,24,2,investment advisor DM me,0,0,0,1
fcbarcelona968,179718,93,25,Fan account. Not official.,0,0,1,1
tradebot_fx,81,3463,48,crypto signals ✅ 99% win rate,0,0,1,1
billgates693,374011,21,164,Fan account. Not official.,0,0,1,1
journeys_with_kai,2599049,3677,35457,Musician. Coffee addict. ☕,0,37727,1,0
everyday_elena,129,249,811,Architect | sustainable design,0,253,1,0
nike247,471164,26,68,Fan account. Not official.,0,0,1,1
follow_back_101,56,3047,20,,0,0,0,1
paul_runs,50,23,104,Traveler | 50+ countries visited ✈️,0,780,1,0
everyday_elena,98433,6,19,earn $500/day 👇,0,0,1,1
botanist_beth,2585443,4745,27040,Marketing professional | keynote speaker,0,34017,1,0
lena_captures,2219344,4031,3424,software engineer @ Google,0,28081,1,0
journeys_with_kai,50,122,831,Fashion designer | PR welcome,0,571,1,0
lena_captures,466056,7,9,Click link below 💰,0,0,1,1
nina_art,318208,8,8,Real estate investor | DM for passive income secrets,0,0,0,1
tom_techie,50,56,195,High school teacher | making STEM fun,0,844,1,0
beyonce,189950823,433,19790,Professional athlete | Team captain | Brand ambassador,1,305433,1,0
airdrop_winner99,82,3489,6,crypto signals ✅ 99% win rate,0,0,1,1
tradebot_fx,5,4221,16,,0,0,1,1
emma.j,400736,33,12,♻️ repost to win $1000,0,0,1,1
justinbieber793,475672,45,92,Fan account. Not official.,0,0,1,1
xXx_profit_xXx,3302,4052,214809,btc eth airdrop free coins,0,0,1,1
selenagomez150,170923,31,107,Fan account. Not official.,0,0,1,1
tom_techie,699807,3478,49074,Blogger | Lifestyle & wellness,0,15694,1,0
airdrop_winner99,3997,4894,94041,earn $500/day 👇,0,0,1,1
nina_art,46810,27,9,FREE BTC airdrop → link in bio,0,0,1,1
billgates281,182817,65,104,Fan account. Not official.,0,0,1,1
everyday_elena,50,110,690,Environmental activist 🌱,0,428,1,0
tom_techie,906810,3511,14764,Nurse practitioner | women's health advocate,0,26720,1,0
beyonce,189904499,413,26440,Oscar-winning director | Production company: @StudioX,1,172492,1,0
real_human_01234,3788,3276,461103,crypto signals ✅ 99% win rate,0,0,1,1
everyday_elena,27866,4,4,investment advisor DM me,0,0,0,1
mark_adventure,50,104,250,News journalist @NYT,0,320,1,0
get_rich_88,1728,4077,458882,,0,0,1,1
lisa_writes,116775,24,9,,0,0,0,1
real_human_01234,1402,3021,411307,investment advisor DM me,0,0,1,1
b.scott.official,50,92,100,Retired engineer | amateur astronomer 🔭,0,645,1,0
mike_2023,293894,17,8,crypto signals ✅ 99% win rate,0,0,1,1
code_master,1412728,1154,11618,Blogger | Lifestyle & wellness,0,45696,1,0
lisa_writes,109,77,145,Entrepreneur | Founder @startup,0,173,1,0
lena_captures,455142,45,4,,0,0,0,1
follow_back_101,2265,3505,288093,♻️ repost to win $1000,0,0,1,1
daniel_f,50,72,100,UX designer @Meta,0,375,1,0
lena_captures,134318,47,1,investment advisor DM me,0,0,1,1
elonmusk821,253954,49,111,Fan account. Not official.,0,0,1,1
therock323,149424,59,93,Fan account. Not official.,0,0,1,1
realmadrid113,471388,80,144,Fan account. Not official.,0,0,1,1
paul_runs,103552,2,4,,0,0,0,1
journeys_with_kai,1432764,2825,9601,Podcaster | interviewing founders,0,40721,1,0
mike_2023,76,139,226,Medical student | future doctor 🩺,0,522,1,0
nina_art,50,64,100,UX designer @Meta,0,372,1,0
b.scott.official,50,103,100,High school teacher | making STEM fun,0,814,1,0
fcbarcelona720,440534,47,47,Fan account. Not official.,0,0,1,1
jeffbezos,189988493,1661,50412,Official account. For business: manager@agency.com,1,443766,1,0
mike_2023,50,22,629,Podcaster | interviewing founders,0,606,1,0
selenagomez64,323820,21,99,Fan account. Not official.,0,0,1,1
creative_dan,257,60,100,Traveler | 50+ countries visited ✈️,0,160,1,0
zz_promo_zz,68,4663,29,DM me to grow your account fast,0,0,1,1
airdrop_winner99,48,3527,34,Click link below 💰,0,0,0,1
real_human_01234,423,3046,210254,♻️ repost to win $1000,0,0,1,1
nike,88444194,1891,69480,International supermodel | Agency: IMG Models,1,433377,1,0
9182736450,21,4746,19,📈 passive income daily,0,0,0,1
jeffbezos,84191295,461,45616,Iconic musician 🎸 | 40+ years on stage,1,448474,1,0
nina_art,50,35,100,photographer | travel 📷,0,392,1,0
neymarjr536,125517,67,78,Fan account. Not official.,0,0,1,1
kimkardashian181,39230,95,65,Fan account. Not official.,0,0,1,1
fcbarcelona924,419686,46,109,Fan account. Not official.,0,0,1,1
john_doe,361,666,100,photographer | travel 📷,0,793,1,0
bot_account_7,66,3697,38,🔞 link in bio,0,0,0,1
alex_travel,50,91,152,Blogger | Lifestyle & wellness,0,323,1,0
chef_marco,50,103,117,UX designer @Meta,0,786,1,0
chef_marco,440587,11,15,Click link below 💰,0,0,1,1
bot_account_7,70,4510,23,crypto signals ✅ 99% win rate,0,0,0,1
fit_jessica,50,14,1342,Yoga instructor | wellness coach 🧘,0,300,1,0
xXx_profit_xXx,13,4329,39,follow for follow back,0,0,1,1
mark_adventure,50,19,100,Marketing professional | keynote speaker,0,606,1,0
billgates,169173101,1958,24891,Fashion icon | Creative Director @LuxuryBrand,1,33307,1,0
selenagomez463,12982,81,114,Fan account. Not official.,0,0,1,1
free_follower_bot,49,3282,1,Click link below 💰,0,0,0,1
tom_techie,340102,0,4,follow for follow back,0,0,0,1
taylorswift,127176637,990,7181,World #1 tennis player 🎾 | Foundation: @AidFundation,1,173354,1,0
paul_runs,186,463,100,Developer | Open source enthusiast,0,676,1,0
free_followers_now,1961,3395,419764,,0,0,1,1
taylorswift601,378995,14,67,Fan account. Not official.,0,0,1,1
photo_by_anna,50,101,2055,Environmental activist 🌱,0,511,1,0
alex_travel,297751,46,7,,0,0,1,1
get_rich_88,35,3917,15,🔞 link in bio,0,0,1,1
9182736450,60,3118,49,Real estate investor | DM for passive income secrets,0,0,0,1
nina_art,88,90,203,Nurse practitioner | women's health advocate,0,303,1,0
jeffbezos,39675774,1179,63088,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,111039,1,0
xXx_profit_xXx,3333,3412,85100,,0,0,1,1
tom_techie,1010721,1357,48167,Musician. Coffee addict. ☕,0,14685,1,0
the_real_sam,50,80,100,fitness coach 💪 DM for plans,0,274,1,0
follow_back_101,30,3218,25,,0,0,0,1
crypto_king_9999,1446,3412,110138,promo available 📩,0,0,1,1
free_follower_bot,2152,4435,341352,Real estate investor | DM for passive income secrets,0,0,1,1
lisa_writes,504,899,514,Freelance illustrator | art prints available,0,721,1,0
therock998,214268,78,108,Fan account. Not official.,0,0,1,1
grace_beauty,84,53,251,Traveler | 50+ countries visited ✈️,0,720,1,0
emma.j,309763,4,12,♻️ repost to win $1000,0,0,0,1
earn_fast_2024,91,3421,23,btc eth airdrop free coins,0,0,1,1
mark_adventure,50,32,392,High school teacher | making STEM fun,0,693,1,0
arianagrande35,481747,15,108,Fan account. Not official.,0,0,1,1
real_human_01234,52,4443,9,📈 passive income daily,0,0,1,1
justinbieber915,108484,42,77,Fan account. Not official.,0,0,1,1
botanist_beth,1010,953,879,Dance teacher | choreographer,0,807,1,0
zz_promo_zz,1,4796,25,Real estate investor | DM for passive income secrets,0,0,1,1
mike_2023,50,16,221,mom of 3 | foodie 🍕,0,392,1,0
9182736450,1030,4192,114352,promo available 📩,0,0,1,1
airdrop_winner99,41,3541,37,,0,0,1,1
nft_dropper_69,3389,4391,74045,,0,0,1,1
9182736450,46,3920,28,Get free followers — click bio link,0,0,0,1
a8f7d3k9p2,40,4741,34,follow for follow back,0,0,1,1
tradebot_fx,9,3989,21,FREE BTC airdrop → link in bio,0,0,1,1
lena_captures,221,500,100,Blogger | Lifestyle & wellness,0,791,1,0
amy_joy,66,91,118,Wildlife photographer based in Kenya,0,435,1,0
crypto_king_9999,3,4844,26,earn $500/day 👇,0,0,0,1
the_real_sam,446520,2617,36907,UX designer @Meta,1,43305,1,0
journeys_with_kai,103,221,102,Architect | sustainable design,0,140,1,0
sarah_smith,50,46,100,Wildlife photographer based in Kenya,0,950,1,0
alex_travel,50,107,930,Medical student | future doctor 🩺,0,626,1,0
mike_2023,3586375,2688,25692,Dog lover 🐾 | Hiking | Books,1,10823,1,0
emma.j,1428845,3127,26170,Data scientist | ML researcher,0,1056,1,0
elonmusk,179420455,560,40772,World #1 tennis player 🎾 | Foundation: @AidFundation,1,472894,1,0
earn_fast_2024,106,3406,206710,DM me to grow your account fast,0,0,1,1
free_followers_now,1356,4954,445112,Real estate investor | DM for passive income secrets,0,0,1,1
b.scott.official,126,146,532,fitness coach 💪 DM for plans,0,857,1,0
selenagomez,5952270,1836,64517,Iconic musician 🎸 | 40+ years on stage,1,329560,1,0
everyday_elena,64,123,100,Musician. Coffee addict. ☕,0,920,1,0
fit_jessica,289435,16,7,📈 passive income daily,0,0,0,1
daniel_f,387057,3289,33516,Yoga instructor | wellness coach 🧘,0,10975,1,0
paul_runs,149,329,100,Entrepreneur | Founder @startup,0,10,1,0
creative_dan,50,68,100,mom of 3 | foodie 🍕,1,476,1,0
arianagrande,199823345,1614,84846,CEO @Fortune500 | Author | Speaker,1,403760,1,0
lena_captures,3850766,2527,46682,Environmental activist 🌱,0,15004,1,0
everyday_elena,67836,3,13,Real estate investor | DM for passive income secrets,0,0,1,1
arianagrande,26219349,1924,60999,Professional athlete | Team captain | Brand ambassador,1,145635,1,0
lisa_writes,267,405,109,mom of 3 | foodie 🍕,0,986,1,0
neymarjr925,1681,93,135,Fan account. Not official.,0,0,1,1
kyliejenner,99014267,1071,93900,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,420174,1,0
9182736450,2369,3548,463249,earn $500/day 👇,0,0,1,1
dev_pete,652744,3949,20949,software engineer @ Google,0,7509,1,0
9182736450,2659,4982,343017,investment advisor DM me,0,0,1,1
nft_dropper_69,89,3683,35,NFT investor | crypto tips,0,0,0,1
1234567890ab,45,4715,37,📈 passive income daily,0,0,0,1
the_real_sam,85120,19,15,follow for follow back,0,0,0,1
natgeo376,282361,17,92,Fan account. Not official.,0,0,1,1
real_human_01234,84,4552,8,,0,0,0,1
xXx_profit_xXx,2,4558,3,🔞 link in bio,0,0,0,1
beyonce,71762436,1797,41038,Fashion icon | Creative Director @LuxuryBrand,1,89088,1,0
lena_captures,3616944,3561,29993,fitness coach 💪 DM for plans,1,5778,1,0
